frame,track_id,x1,y1,x2,y2,conf,class
18,3,432,227,552,495,0.8564068675041199,0
18,4,369,328,446,541,0.756028413772583,0
18,5,757,240,841,504,0.7383722066879272,0
18,6,1204,242,1280,716,0.6617944836616516,0
18,7,675,263,756,497,0.7085985541343689,0
18,8,553,263,665,514,0.7971771359443665,0
18,9,286,205,382,511,0.7711049914360046,0
18,10,0,287,41,489,0.7388008832931519,0
18,11,599,200,690,439,0.5902085304260254,0
19,1,949,208,1168,717,0.9130505323410034,0
19,2,173,221,331,634,0.8792418241500854,0
19,3,433,226,552,494,0.8569144606590271,0
19,4,371,328,447,538,0.7486866116523743,0
19,5,757,240,840,503,0.7271100282669067,0
19,6,1203,253,1279,716,0.650222659111023,0
19,7,676,262,756,495,0.6711394190788269,0
19,8,552,262,666,512,0.8078517317771912,0
19,9,288,208,383,510,0.7845608592033386,0
19,10,0,284,43,489,0.7361220121383667,0
19,11,600,199,688,437,0.5144297480583191,0
20,1,949,207,1167,718,0.9119303226470947,0
20,2,165,222,330,633,0.8709205389022827,0
20,3,433,226,552,493,0.8543283343315125,0
20,4,374,327,445,539,0.7565932869911194,0
20,5,757,238,839,501,0.7467060685157776,0
20,6,1202,254,1279,717,0.6679501533508301,0
20,7,676,261,757,496,0.6507565379142761,0
20,8,551,261,667,512,0.8245447874069214,0
20,9,286,203,386,508,0.7898725271224976,0
20,10,0,282,43,488,0.7302758693695068,0
20,11,604,199,686,437,0.39902353286743164,0
21,1,949,206,1168,718,0.9125888347625732,0
21,2,156,221,328,630,0.8712822794914246,0
21,3,434,225,551,492,0.8655201196670532,0
21,4,376,325,443,536,0.7292959690093994,0
21,5,758,236,840,500,0.7552681565284729,0
21,6,1202,259,1279,717,0.6834068894386292,0
21,7,676,260,757,495,0.5953530073165894,0
21,8,551,260,668,512,0.8337489366531372,0
21,9,284,202,389,507,0.7718760967254639,0
21,10,0,281,44,487,0.7444250583648682,0
21,11,610,198,685,435,0.32296520471572876,0
22,1,949,206,1168,719,0.9136200547218323,0
22,2,148,220,326,626,0.847528874874115,0
22,3,436,223,551,490,0.8686063289642334,0
22,4,379,324,443,529,0.7122750282287598,0
22,5,758,234,840,498,0.7384119033813477,0
22,6,1203,272,1279,716,0.682881236076355,0
22,7,675,259,758,496,0.47128599882125854,0
22,8,550,259,668,510,0.8405998945236206,0
22,9,284,202,392,505,0.7615616321563721,0
22,10,0,281,45,486,0.737954318523407,0
23,1,950,205,1168,719,0.9140064120292664,0
23,2,136,219,325,620,0.8317412734031677,0
23,3,437,221,550,487,0.8647271990776062,0
23,4,382,322,447,524,0.6810693144798279,0
23,5,759,233,840,498,0.7620948553085327,0
23,6,1204,260,1279,719,0.679337203502655,0
23,7,675,257,759,495,0.670771062374115,0
23,8,549,259,669,509,0.8404498100280762,0
23,9,289,205,396,507,0.7425426840782166,0
23,10,0,281,45,485,0.7806288003921509,0
24,1,952,204,1168,719,0.9149054288864136,0
24,2,129,217,324,615,0.8462204933166504,0
24,3,439,218,549,482,0.8386422395706177,0
24,4,386,321,450,521,0.680354118347168,0
24,5,760,232,841,497,0.7573432326316833,0
24,6,1205,252,1280,719,0.6007944345474243,0
24,7,674,255,759,495,0.7289037108421326,0
24,8,548,258,669,509,0.8386050462722778,0
24,9,297,205,399,505,0.7171489596366882,0
24,10,0,279,46,484,0.7980002164840698,0
25,1,952,204,1167,719,0.913036048412323,0
25,2,126,213,324,610,0.8668354153633118,0
25,3,439,215,549,480,0.8475338816642761,0
25,4,388,318,452,519,0.6431960463523865,0
25,5,761,232,842,496,0.7529850602149963,0
25,6,1204,258,1279,718,0.6557072997093201,0
25,7,674,255,760,493,0.7667904496192932,0
25,8,547,258,670,508,0.8352744579315186,0
25,9,302,204,401,505,0.7090557813644409,0
25,10,0,278,47,483,0.7855206727981567,0
25,11,609,186,696,430,0.5096955895423889,0
26,1,953,203,1167,719,0.9146617650985718,0
26,2,123,211,323,605,0.888704776763916,0
26,3,439,213,550,479,0.848762035369873,0
26,4,392,316,456,515,0.7124086618423462,0
26,5,761,232,842,495,0.7460876107215881,0
26,6,1204,261,1279,717,0.6847420930862427,0
26,7,675,255,760,490,0.7668325901031494,0
26,8,547,257,671,507,0.8329744338989258,0
26,9,302,202,403,503,0.7705480456352234,0
26,10,0,277,47,479,0.7991093993186951,0
26,11,607,179,699,430,0.5963322520256042,0
27,1,954,202,1168,719,0.9139016270637512,0
27,2,123,209,323,600,0.8853147029876709,0
27,3,441,212,550,476,0.8129366040229797,0
27,4,396,314,460,513,0.7456272840499878,0
27,5,760,233,843,494,0.7244789600372314,0
27,6,1202,258,1279,716,0.6664940118789673,0
27,7,675,254,761,491,0.7546786665916443,0
27,8,548,257,671,506,0.8359443545341492,0
27,9,304,204,406,503,0.7818747758865356,0
27,10,0,277,47,474,0.8001033067703247,0
27,11,606,175,700,430,0.5627506971359253,0
28,1,955,202,1169,719,0.911457359790802,0
28,2,130,206,321,596,0.8249962329864502,0
28,3,442,211,550,474,0.8289454579353333,0
28,4,400,312,462,512,0.7264342308044434,0
28,5,761,232,844,493,0.7282006144523621,0
28,6,1199,255,1279,716,0.6527087092399597,0
28,7,675,254,763,491,0.7631869316101074,0
28,8,548,257,671,506,0.8317754864692688,0
28,9,307,204,410,502,0.8036392331123352,0
28,10,0,277,48,470,0.7490072846412659,0
28,11,605,177,699,427,0.5813336372375488,0
29,1,955,201,1170,719,0.9117603302001953,0
29,2,133,204,320,594,0.8126074075698853,0
29,3,443,211,550,468,0.8299180269241333,0
29,4,403,311,467,511,0.6877219080924988,0
29,5,764,230,845,492,0.7462354898452759,0
29,6,1200,256,1279,715,0.649096667766571,0
29,7,674,254,764,491,0.7457189559936523,0
29,8,548,257,672,506,0.7890939116477966,0
29,9,311,200,412,500,0.7823880910873413,0
29,10,0,277,50,467,0.7180236577987671,0
29,11,605,173,699,430,0.5449272990226746,0
30,1,956,200,1171,719,0.9082719683647156,0
30,2,135,203,317,593,0.8488629460334778,0
30,3,445,211,551,467,0.8249971270561218,0
30,4,406,311,474,509,0.7516508102416992,0
30,5,767,230,846,492,0.750481903553009,0
30,6,1202,252,1279,714,0.7061147689819336,0
30,7,674,255,766,491,0.7467735409736633,0
30,8,548,256,670,505,0.654624342918396,0
30,9,313,199,415,499,0.7983490824699402,0
30,10,0,278,51,467,0.7198416590690613,0
30,11,605,169,701,433,0.5453395247459412,0
31,1,958,200,1172,719,0.910365641117096,0
31,2,138,203,314,593,0.8574925065040588,0
31,3,446,211,552,462,0.8366512656211853,0
31,4,408,312,484,509,0.8107149600982666,0
31,5,768,230,847,491,0.7817347645759583,0
31,6,1204,246,1279,714,0.5708752870559692,0
31,7,675,255,766,487,0.7475816607475281,0
31,8,548,258,674,506,0.7103954553604126,0
31,9,316,200,418,499,0.774154543876648,0
31,10,0,278,52,465,0.7229158282279968,0
31,11,605,177,698,432,0.5443565845489502,0
32,1,959,199,1174,719,0.9068805575370789,0
32,2,142,203,313,594,0.8643385767936707,0
32,3,446,211,554,461,0.828657865524292,0
32,4,408,311,489,509,0.8107281923294067,0
32,5,767,229,848,491,0.7952231764793396,0
32,6,1204,240,1280,713,0.4869617223739624,0
32,7,675,255,767,486,0.7642611861228943,0
32,8,549,258,676,506,0.660313069820404,0
32,9,318,199,421,499,0.7346093654632568,0
32,10,0,277,54,462,0.7237629890441895,0
32,11,606,181,697,433,0.5346827507019043,0
33,1,960,199,1174,718,0.9088931083679199,0
33,2,145,205,310,594,0.8720914125442505,0
33,3,447,210,556,461,0.8162896037101746,0
33,4,410,313,493,509,0.7995712757110596,0
33,5,766,229,849,491,0.7989382743835449,0
33,6,1205,233,1279,713,0.41589537262916565,0
33,7,675,255,767,486,0.7354362607002258,0
33,8,552,257,678,507,0.6430791020393372,0
33,9,321,196,424,494,0.7976740002632141,0
33,10,0,277,59,461,0.7499573230743408,0
33,11,616,184,695,432,0.45693957805633545,0
34,1,961,198,1175,719,0.9082379937171936,0
34,2,149,207,307,595,0.8635546565055847,0
34,3,448,210,557,454,0.8250476121902466,0
34,4,410,313,495,509,0.7822905778884888,0
34,5,766,229,849,492,0.7942121028900146,0
34,6,1205,237,1279,712,0.5423195958137512,0
34,7,676,255,767,486,0.7278061509132385,0
34,8,553,257,680,508,0.652720034122467,0
34,9,324,196,426,492,0.8108536005020142,0
34,10,0,277,61,463,0.7415136098861694,0
34,11,624,188,694,434,0.3872857689857483,0
35,1,961,199,1175,719,0.907094419002533,0
35,2,153,211,304,594,0.8630975484848022,0
35,3,450,210,559,450,0.8499829769134521,0
35,4,415,312,497,507,0.7767396569252014,0
35,5,767,233,849,492,0.7958207726478577,0
35,6,1204,236,1279,712,0.5920476913452148,0
35,7,676,255,767,487,0.7058828473091125,0
35,8,554,258,679,508,0.6093791723251343,0
35,9,326,199,427,487,0.8131803870201111,0
35,10,0,277,64,464,0.6811699867248535,0
35,11,628,189,695,437,0.34959495067596436,0
36,1,962,200,1176,719,0.9067079424858093,0
36,2,157,212,303,595,0.8655552268028259,0
36,3,453,210,560,447,0.847620964050293,0
36,4,418,312,500,506,0.7683364748954773,0
36,5,768,234,849,493,0.8145653009414673,0
36,6,1205,231,1279,711,0.6187987327575684,0
36,7,673,255,767,491,0.5567788481712341,0
36,8,555,259,680,508,0.6211116909980774,0
36,9,330,201,429,485,0.8205411434173584,0
36,10,0,279,67,469,0.7463859915733337,0
37,1,963,201,1176,720,0.9046865105628967,0
37,2,159,214,302,597,0.8569458723068237,0
37,3,452,211,561,449,0.7033175826072693,0
37,4,424,313,503,504,0.7622687816619873,0
37,5,767,235,850,494,0.8024675846099854,0
37,6,1205,230,1279,712,0.6348108053207397,0
37,7,663,255,766,496,0.5908061861991882,0
37,8,557,259,681,509,0.6336326599121094,0
37,9,335,200,433,485,0.7937357425689697,0
37,10,0,281,69,470,0.7275040149688721,0
38,1,963,202,1176,720,0.9055469036102295,0
38,2,163,219,304,598,0.8505046963691711,0
38,3,454,214,562,450,0.680935800075531,0
38,4,432,314,504,503,0.7298263907432556,0
38,5,767,235,850,495,0.8099467754364014,0
38,6,1205,225,1279,712,0.6790159344673157,0
38,7,661,256,765,498,0.5378684401512146,0
38,8,558,260,682,509,0.6726617217063904,0
38,9,339,199,435,485,0.7936036586761475,0
38,10,0,282,72,472,0.7788618803024292,0
38,12,300,193,381,453,0.680242657661438,0
39,1,962,205,1176,720,0.9080473780632019,0
39,2,168,223,306,597,0.8537837266921997,0
39,3,456,216,563,448,0.6431152820587158,0
39,4,439,313,507,501,0.6155163049697876,0
39,5,769,235,850,496,0.799313485622406,0
39,6,1205,224,1279,712,0.6905564069747925,0
39,7,665,258,765,498,0.567425012588501,0
39,8,558,261,682,509,0.6882299780845642,0
39,9,343,200,438,483,0.8116213083267212,0
39,10,1,284,76,476,0.8135865926742554,0
39,12,303,195,383,457,0.6749755144119263,0
40,1,962,207,1176,720,0.9114317297935486,0
40,2,172,226,309,597,0.8544019460678101,0
40,3,459,217,564,448,0.6395024061203003,0
40,4,445,313,510,502,0.6015185713768005,0
40,5,772,236,850,497,0.7919068336486816,0
40,6,1203,227,1279,713,0.7231494784355164,0
40,7,668,260,764,500,0.5897193551063538,0
40,8,558,262,683,512,0.7363810539245605,0
40,9,346,202,440,483,0.7939335107803345,0
40,10,1,285,78,477,0.8121296167373657,0
40,12,305,200,383,463,0.41275379061698914,0
41,1,962,208,1176,720,0.9087987542152405,0
41,2,177,227,310,596,0.8526948094367981,0
41,3,462,219,565,447,0.6210004091262817,0
41,4,450,313,513,503,0.5804730653762817,0
41,5,775,238,850,498,0.7641217708587646,0
41,6,1198,227,1279,713,0.688714861869812,0
41,7,670,262,764,502,0.6881773471832275,0
41,8,558,264,683,513,0.7361689209938049,0
41,9,348,203,442,485,0.7913989424705505,0
41,10,3,286,79,475,0.8113583326339722,0
41,12,310,200,387,467,0.3067017197608948,0
42,1,962,210,1175,719,0.9099169373512268,0
42,2,181,229,312,595,0.8481873273849487,0
42,3,464,220,565,447,0.6775138974189758,0
42,4,453,314,514,504,0.6075066328048706,0
42,5,776,239,850,500,0.8039494752883911,0
42,6,1199,222,1279,713,0.638995885848999,0
42,7,670,263,764,505,0.7105045318603516,0
42,8,558,267,682,515,0.6928207278251648,0
42,9,348,205,445,489,0.797151505947113,0
42,10,5,286,79,471,0.7816797494888306,0
42,12,313,201,389,468,0.38401728868484497,0
43,1,961,211,1175,719,0.9095020294189453,0
43,2,184,230,309,590,0.8506053686141968,0
43,3,465,221,566,447,0.6767476797103882,0
43,4,455,316,516,506,0.6363527774810791,0
43,5,775,240,850,502,0.7823667526245117,0
43,6,1195,223,1279,713,0.6248180270195007,0
43,7,666,264,764,507,0.6868621110916138,0
43,8,558,271,677,517,0.5976910591125488,0
43,9,347,206,448,491,0.8163027763366699,0
43,10,7,286,80,468,0.7827981114387512,0
44,1,961,213,1174,718,0.9104152321815491,0
44,2,186,229,307,581,0.8486275672912598,0
44,3,467,221,566,448,0.6711018085479736,0
44,4,456,319,519,508,0.6824622750282288,0
44,5,772,241,850,504,0.7784498333930969,0
44,6,1197,224,1279,713,0.6250187754631042,0
44,7,664,265,764,509,0.6897587776184082,0
44,8,557,274,676,519,0.6387224793434143,0
44,9,347,208,449,493,0.8137704730033875,0
44,10,10,286,82,467,0.7952378392219543,0
45,1,960,214,1173,717,0.9072626829147339,0
45,2,188,228,306,577,0.8589788675308228,0
45,3,468,221,568,449,0.6504018306732178,0
45,4,455,321,521,510,0.6368255019187927,0
45,5,766,242,851,506,0.7910048961639404,0
45,6,1202,219,1279,713,0.6478198766708374,0
45,7,663,267,765,506,0.7182320356369019,0
45,8,556,277,657,520,0.6420214176177979,0
45,9,349,209,450,494,0.8182041645050049,0
45,10,12,286,84,468,0.7872501611709595,0
45,11,616,194,694,498,0.5345077514648438,0
46,1,961,215,1174,718,0.90384441614151,0
46,2,187,229,305,577,0.8649665117263794,0
46,3,468,221,569,451,0.7104852199554443,0
46,4,455,322,521,512,0.6851767301559448,0
46,5,766,244,851,508,0.7289131879806519,0
46,6,1202,217,1279,714,0.6068201065063477,0
46,7,664,269,765,508,0.7149052619934082,0
46,8,555,279,650,522,0.6456490755081177,0
46,9,350,211,450,495,0.808988094329834,0
46,10,10,285,84,468,0.7803112864494324,0
46,11,614,196,695,502,0.5372909307479858,0
47,1,960,216,1174,717,0.9045464396476746,0
47,2,186,231,305,578,0.8562065958976746,0
47,3,470,223,569,452,0.7324743866920471,0
47,4,454,323,521,513,0.6784160137176514,0
47,5,761,246,851,509,0.7723336815834045,0
47,6,1201,211,1279,713,0.5667202472686768,0
47,7,663,271,764,510,0.6977591514587402,0
47,8,555,279,666,523,0.635466456413269,0
47,9,352,212,451,497,0.7996643781661987,0
47,10,11,285,86,470,0.7927621006965637,0
48,1,959,217,1175,715,0.904045581817627,0
48,2,184,232,304,578,0.8545507788658142,0
48,3,470,223,569,455,0.7175403237342834,0
48,4,454,324,522,515,0.6839083433151245,0
48,5,761,248,851,510,0.781996488571167,0
48,6,1194,204,1279,712,0.457981139421463,0
48,7,662,273,764,512,0.6889869570732117,0
48,8,554,283,661,524,0.626567542552948,0
48,9,353,213,451,499,0.7890375256538391,0
48,10,11,287,87,471,0.7855665683746338,0
49,1,959,219,1174,715,0.9074803590774536,0
49,2,186,235,304,578,0.8691163659095764,0
49,3,472,224,569,457,0.7617746591567993,0
49,4,454,324,521,514,0.6796216368675232,0
49,5,763,250,850,511,0.810788094997406,0
49,6,1185,228,1279,713,0.27747267484664917,0
49,7,660,276,764,515,0.6624208092689514,0
49,8,554,284,663,525,0.6075303554534912,0
49,9,354,215,452,501,0.7955567240715027,0
49,10,15,288,91,472,0.7817829847335815,0
50,1,958,221,1173,716,0.9089690446853638,0
50,2,185,237,304,579,0.8619537353515625,0
50,3,472,226,568,458,0.7626908421516418,0
50,4,454,324,519,513,0.651068925857544,0
50,5,761,252,849,512,0.8044171929359436,0
50,6,1170,257,1279,700,0.3034278452396393,0
50,7,660,278,764,518,0.6511158347129822,0
50,8,553,286,659,527,0.6049624681472778,0
50,9,355,216,452,501,0.7789778113365173,0
50,10,16,290,92,472,0.7879921197891235,0
51,1,958,224,1171,717,0.9102004766464233,0
51,2,185,240,306,581,0.8714489936828613,0
51,3,473,227,568,460,0.7675592303276062,0
51,4,454,324,518,511,0.5939314365386963,0
51,5,765,253,848,513,0.7939919233322144,0
51,6,1185,197,1279,707,0.6465986967086792,0
51,7,662,280,765,518,0.6828148365020752,0
51,8,553,288,665,528,0.6615298390388489,0
51,9,360,223,455,502,0.7791731953620911,0
51,10,18,293,94,474,0.78827965259552,0
52,1,957,225,1170,717,0.9147673845291138,0
52,2,182,243,307,584,0.8831841945648193,0
52,3,473,228,568,461,0.7793598771095276,0
52,4,454,323,515,508,0.5565423369407654,0
52,5,765,254,847,515,0.7950793504714966,0
52,6,1192,179,1279,709,0.592657744884491,0
52,7,663,282,765,518,0.7660998702049255,0
52,8,552,289,659,531,0.7097576260566711,0
52,9,362,226,455,502,0.7806586623191833,0
52,10,18,295,94,474,0.7855539917945862,0
52,11,613,223,692,513,0.5190064907073975,0
53,1,955,225,1169,717,0.9143904447555542,0
53,2,182,245,307,584,0.8767045140266418,0
53,3,473,231,568,464,0.7661018967628479,0
53,4,456,322,513,507,0.5753868222236633,0
53,5,766,255,846,517,0.8027130365371704,0
53,6,1187,177,1279,708,0.5231064558029175,0
53,7,664,283,766,520,0.7771776914596558,0
53,8,551,292,654,533,0.7034574747085571,0
53,9,364,228,455,500,0.7883495092391968,0
53,10,22,296,96,475,0.7811781167984009,0
53,11,615,228,690,514,0.5943140387535095,0
54,1,955,225,1169,718,0.9185168743133545,0
54,2,181,248,307,586,0.8661141991615295,0
54,3,472,233,568,467,0.760384738445282,0
54,4,456,323,512,506,0.5570372939109802,0
54,5,763,255,846,519,0.7801510095596313,0
54,6,1197,200,1279,713,0.33597761392593384,0
54,7,664,284,766,520,0.7702473402023315,0
54,8,550,292,651,536,0.7061516642570496,0
54,9,363,223,455,497,0.7727827429771423,0
54,10,25,296,96,475,0.7747437953948975,0
54,11,615,236,689,516,0.4852777421474457,0
55,1,953,227,1167,717,0.9191127419471741,0
55,2,181,252,306,588,0.8426430225372314,0
55,3,472,233,567,468,0.7692940831184387,0
55,4,456,324,514,506,0.5922105312347412,0
55,5,761,257,845,521,0.7793322801589966,0
55,6,1199,198,1279,713,0.4124741852283478,0
55,7,663,284,766,523,0.7442007660865784,0
55,8,550,301,648,538,0.6865183115005493,0
55,9,362,220,455,496,0.7691074013710022,0
55,10,26,296,97,474,0.7700517773628235,0
55,11,615,240,688,520,0.46954935789108276,0
56,1,952,228,1166,717,0.9196678996086121,0
56,2,183,255,305,588,0.829155445098877,0
56,3,472,234,567,470,0.7506875991821289,0
56,4,457,327,517,506,0.5588552355766296,0
56,5,760,260,844,522,0.7759995460510254,0
56,6,1199,196,1279,714,0.3862300515174866,0
56,7,666,285,766,521,0.7117409110069275,0
56,8,552,301,651,540,0.6510670185089111,0
56,9,359,216,455,494,0.7732479572296143,0
56,10,28,296,98,471,0.7702592015266418,0
56,11,614,236,685,521,0.45513391494750977,0
57,1,951,229,1166,716,0.9214986562728882,0
57,2,182,256,302,589,0.8045476675033569,0
57,3,471,235,567,469,0.7304026484489441,0
57,4,457,329,521,506,0.510451078414917,0
57,5,757,261,843,523,0.7780666351318359,0
57,6,1196,228,1279,713,0.28558051586151123,0
57,7,669,285,766,523,0.6592369079589844,0
57,8,552,301,652,542,0.642247200012207,0
57,9,357,215,455,494,0.7694196105003357,0
57,10,28,295,99,470,0.7676812410354614,0
57,11,615,234,683,520,0.3783878684043884,0
58,1,950,230,1165,716,0.9173764586448669,0
58,2,180,256,299,587,0.8405742049217224,0
58,3,471,238,567,470,0.682309091091156,0
58,4,457,333,522,508,0.44999268651008606,0
58,5,755,262,842,524,0.7915061712265015,0
58,6,1196,254,1279,713,0.3253515958786011,0
58,7,670,285,766,525,0.6655874848365784,0
58,8,551,301,650,544,0.5917638540267944,0
58,9,356,215,456,492,0.7708315849304199,0
58,10,30,295,99,469,0.7647042870521545,0
58,11,612,231,680,522,0.3168222904205322,0
59,1,949,232,1165,716,0.914783239364624,0
59,2,179,257,295,586,0.8502655625343323,0
59,3,471,240,566,472,0.6731430888175964,0
59,4,458,338,523,510,0.4363219141960144,0
59,5,756,264,841,526,0.7805210947990417,0
59,6,1195,273,1279,713,0.3689611554145813,0
59,7,670,287,766,529,0.676908552646637,0
59,8,552,304,650,545,0.6592777371406555,0
59,9,355,216,456,491,0.79314786195755,0
